tree_id,block_id,created_at,tree_dbh,stump_diam,curb_loc,status,health,spc_latin,spc_common,steward,guards,sidewalk,user_type,problems,root_stone,root_grate,root_other,trunk_wire,trnk_light,trnk_other,brch_light,brch_shoe,brch_other,address,zipcode,zip_city,cb_num,borocode,boroname,cncldist,st_assem,st_senate,nta,nta_name,boro_ct,state,latitude,longitude,x_sp,y_sp
9934,404027,06/04/2015,4,0,OnCurb,Alive,Fair,Ulmus pumila,Siberian elm,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,215 HART BOULEVARD,10301,Staten Island,501,5,Staten Island,49,61,24,SI35,SI35,5005900,New York,40.6298386,-74.10024691,956424.2066,168759.486
2010,315566,05/22/2015,20,0,OnCurb,Alive,Fair,Salix babylonica,weeping willow,None,None,NoDamage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,15-060 WATERS EDGE DRIVE,11360,Bayside,407,4,Queens,19,26,11,QN47,QN47,4099703,New York,40.78679319,-73.77630798,1046194.69,226005.9581
306,501897,05/19/2015,5,0,OnCurb,Alive,Good,Ulmus pumila,Siberian elm,None,Helpful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1010 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,BX33,2013100,New York,40.82393298,-73.89717699,1012707.841,239474.9043
4638,501928,05/27/2015,2,0,OnCurb,Alive,Fair,Carpinus caroliniana,American hornbeam,3or4,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,760 HUNTS POINT AVENUE,10474,Bronx,202,2,Bronx,17,84,32,BX27,BX27,2009300,New York,40.8159534,-73.88732049,1015439.516,236571.0131
311,501897,05/19/2015,4,0,OnCurb,Alive,Good,Ulmus pumila,Siberian elm,None,Helpful,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1038 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,BX33,2013100,New York,40.82438002,-73.89740551,1012644.404,239637.7058
3962,404418,05/27/2015,24,0,OnCurb,Alive,Fair,Ulmus pumila,Siberian elm,None,Harmful,NoDamage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,49 HOMER STREET,10301,Staten Island,501,5,Staten Island,49,61,23,SI37,SI37,5001700,New York,40.63358989,-74.07979181,962103.2257,170120.3435
1605,233037,05/22/2015,3,0,OnCurb,Alive,Good,Carpinus caroliniana,American hornbeam,None,None,Damage,TreesCount Staff,BranchOther,No,No,No,No,No,No,No,No,Yes,63 EAST 94 STREET,11212,Brooklyn,317,3,Brooklyn,41,55,20,BK96,BK96,3088200,New York,40.66349376,-73.92696544,1004512.17,181013.5055
5408,503434,05/28/2015,6,0,OnCurb,Alive,Good,Ulmus pumila,Siberian elm,None,None,NoDamage,NYC Parks Staff,"Stones,TrunkOther,BranchOther",Yes,No,No,No,No,Yes,No,No,Yes,233 EAST 172 STREET,10457,Bronx,204,2,Bronx,16,77,33,BX14,BX14,2022500,New York,40.84047219,-73.91130153,1008792.56,245496.4746
307,501897,05/19/2015,5,0,OnCurb,Alive,Good,Ulmus pumila,Siberian elm,None,Helpful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1010 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,BX33,2013100,New York,40.82405853,-73.89726043,1012684.696,239520.6207
8644,405298,06/02/2015,4,0,OnCurb,Alive,Good,Acer palmatum,Japanese maple,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,221 WARD AVENUE,10304,Staten Island,501,5,Staten Island,49,61,23,SI08,SI08,5003300,New York,40.63117745,-74.08425568,960863.4014,169242.5877
3006,515974,05/26/2015,12,0,OnCurb,Alive,Good,Ulmus pumila,Siberian elm,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1000 PELHAM PARKWAY SOUTH,10461,Bronx,211,2,Bronx,13,80,34,BX49,BX49,2024800,New York,40.85691027,-73.859866,1023015.001,251504.0722
7384,516073,06/01/2015,37,0,OnCurb,Alive,Good,Ulmus pumila,Siberian elm,None,None,NoDamage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,102 STEPHENS AVENUE,10473,Bronx,209,2,Bronx,18,85,34,BX09,BX09,2000400,New York,40.80809371,-73.8527994,1024999.705,233721.6268
5928,300984,05/29/2015,4,0,OnCurb,Alive,Good,Carpinus caroliniana,American hornbeam,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,30-025 NEWTOWN ROAD,11103,Astoria,401,4,Queens,22,36,12,QN70,QN70,4014900,New York,40.7630158,-73.91503285,1007787.488,217275.3801
7822,310450,06/01/2015,1,0,OnCurb,Alive,Fair,Magnolia,magnolia,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,125-002 QUEENS BOULEVARD,11415,Kew Gardens,409,4,Queens,29,27,14,QN60,QN60,4021600,New York,40.71211196,-73.82567452,1032578.299,198766.1783
9939,404027,06/04/2015,4,0,OnCurb,Alive,Good,Ulmus pumila,Siberian elm,1or2,None,NoDamage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,215 HART BOULEVARD,10301,Staten Island,501,5,Staten Island,49,61,24,SI35,SI35,5005900,New York,40.6298951,-74.10025771,956421.2335,168780.0726
4635,501928,05/27/2015,3,0,OnCurb,Alive,Good,Amelanchier,serviceberry,3or4,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,745 HUNTS POINT AVENUE,10474,Bronx,202,2,Bronx,17,84,32,BX27,BX27,2009300,New York,40.81586964,-73.8872351,1015463.193,236540.5276
4918,503277,05/28/2015,3,0,OnCurb,Alive,Fair,Amelanchier,serviceberry,None,None,NoDamage,NYC Parks Staff,Stones,Yes,No,No,No,No,No,No,No,No,165 WEST 165 STREET,10452,Bronx,204,2,Bronx,8,84,29,BX26,BX26,2019300,New York,40.83482258,-73.92922951,1003833.614,243433.5965
1470,511130,05/21/2015,5,0,OnCurb,Alive,Good,Carpinus caroliniana,American hornbeam,None,None,NoDamage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,1 BROUN PLACE,10475,Bronx,210,2,Bronx,12,82,36,BX13,BX13,2046201,New York,40.87346236,-73.82615412,1032328.674,257551.3445
1904,406646,05/22/2015,1,0,OnCurb,Alive,Fair,Betula pendula,silver birch,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,4 TURF COURT,10314,Staten Island,502,5,Staten Island,50,63,24,SI24,SI24,5027704,New York,40.58442679,-74.1545435,941323.7876,152236.7297
347,501893,05/19/2015,5,0,OnCurb,Alive,Fair,Carpinus caroliniana,American hornbeam,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,941 SIMPSON STREET,10459,Bronx,202,2,Bronx,17,85,32,BX27,BX27,2015900,New York,40.82144482,-73.89291593,1013888.264,238569.7936
5537,504072,05/28/2015,2,0,OnCurb,Alive,Good,Quercus imbricaria,shingle oak,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,17 EAST 176 STREET,10453,Bronx,205,2,Bronx,14,77,33,BX41,BX41,2023301,New York,40.8485645,-73.91110859,1008842.952,248444.8598
2987,515974,05/26/2015,4,0,OnCurb,Alive,Fair,Quercus imbricaria,shingle oak,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,810 PELHAM PARKWAY SOUTH,10462,Bronx,211,2,Bronx,13,80,34,BX49,BX49,2022403,New York,40.8568241,-73.86315035,1022106.508,251471.2392
4234,306521,05/27/2015,3,0,OnCurb,Alive,Poor,Betula papyrifera,paper birch,1or2,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,69-018 165 STREET,11365,Fresh Meadows,408,4,Queens,24,25,16,QN38,QN38,4122701,New York,40.73247495,-73.80407043,1038551.004,206197.6825
5955,405348,05/29/2015,7,0,OnCurb,Alive,Good,Eucommia ulmoides,hardy rubber tree,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,10 NORTHVIEW COURT,10301,Staten Island,501,5,Staten Island,49,61,23,SI22,SI22,5008100,New York,40.64414173,-74.0889449,959566.6248,173967.1124
2989,515974,05/26/2015,4,0,OnCurb,Alive,Fair,Quercus imbricaria,shingle oak,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,2196 MATTHEWS AVENUE,10462,Bronx,211,2,Bronx,13,80,34,BX49,BX49,2022403,New York,40.85683381,-73.8627681,1022212.243,251474.943
9096,219225,06/03/2015,6,0,OnCurb,Alive,Good,Betula papyrifera,paper birch,3or4,Helpful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,66 BOERUM PLACE,11201,Brooklyn,302,3,Brooklyn,33,52,25,BK38,BK38,3004300,New York,40.68952294,-73.99028088,986945.3493,190488.3868
2983,515974,05/26/2015,4,0,OnCurb,Alive,Fair,Quercus imbricaria,shingle oak,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,800 PELHAM PARKWAY SOUTH,10462,Bronx,211,2,Bronx,13,80,34,BX49,BX49,2022403,New York,40.8568113,-73.86365399,1021967.194,251466.3597
1095,208021,05/20/2015,18,0,OnCurb,Alive,Good,Carpinus caroliniana,American hornbeam,1or2,None,NoDamage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,115 FALMOUTH STREET,11235,Brooklyn,315,3,Brooklyn,48,45,22,BK17,BK17,3062000,New York,40.57948737,-73.94657984,999089.1603,150403.8341
4640,501928,05/27/2015,3,0,OnCurb,Alive,Good,Carpinus caroliniana,American hornbeam,3or4,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,755 HUNTS POINT AVENUE,10474,Bronx,202,2,Bronx,17,84,32,BX27,BX27,2009300,New York,40.81601025,-73.88737846,1015423.445,236591.7047
1469,511130,05/21/2015,6,0,OnCurb,Alive,Good,Carpinus caroliniana,American hornbeam,None,None,NoDamage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,1 BROUN PLACE,10475,Bronx,210,2,Bronx,12,82,36,BX13,BX13,2046201,New York,40.87337465,-73.82620575,1032314.46,257519.3603
4639,501928,05/27/2015,2,0,OnCurb,Alive,Good,Carpinus caroliniana,American hornbeam,3or4,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,760 HUNTS POINT AVENUE,10474,Bronx,202,2,Bronx,17,84,32,BX27,BX27,2009300,New York,40.81598247,-73.88735014,1015431.296,236581.5958
9,501911,05/19/2015,4,0,OnCurb,Alive,Poor,Betula pendula,silver birch,3or4,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1242 SPOFFORD AVENUE,10474,Bronx,202,2,Bronx,17,84,34,BX27,BX27,2009300,New York,40.81410738,-73.88902071,1014969.752,235897.8422
4649,501927,05/27/2015,3,0,OnCurb,Alive,Good,Amelanchier,serviceberry,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,737 HUNTS POINT AVENUE,10474,Bronx,202,2,Bronx,17,84,32,BX27,BX27,2009300,New York,40.81546132,-73.88680466,1015582.531,236391.9154
8480,310441,06/02/2015,32,0,OnCurb,Alive,Good,Carpinus caroliniana,American hornbeam,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,80-083 GRENFELL STREET,11415,Kew Gardens,409,4,Queens,29,28,15,QN60,QN60,4077300,New York,40.71047365,-73.83294123,1030564.889,198165.3678
8505,220384,06/02/2015,2,0,OnCurb,Alive,Good,Taxodium distichum,bald cypress,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,54 MAC DONOUGH STREET,11216,Brooklyn,303,3,Brooklyn,36,56,25,BK75,BK75,3026900,New York,40.68091683,-73.94404246,999770.3935,187357.7392
2589,229274,05/24/2015,4,0,OnCurb,Alive,Good,Taxodium distichum,bald cypress,None,None,NoDamage,Volunteer,"Stones,TrunkOther",Yes,No,No,No,No,Yes,No,No,No,874 43 STREET,11232,Brooklyn,312,3,Brooklyn,38,51,17,BK34,BK34,3009200,New York,40.64375469,-73.99762346,984909.5236,173813.5786
8681,508268,06/02/2015,4,0,OnCurb,Alive,Poor,Taxodium distichum,bald cypress,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1040 BRONX RIVER AVENUE,10472,Bronx,209,2,Bronx,17,85,32,BX55,BX55,2005200,New York,40.82418322,-73.8831239,1016597.126,239570.955
4919,503277,05/28/2015,4,0,OnCurb,Alive,Good,Amelanchier,serviceberry,None,None,NoDamage,NYC Parks Staff,Stones,Yes,No,No,No,No,No,No,No,No,1074 SUMMIT AVENUE,10452,Bronx,204,2,Bronx,8,84,29,BX26,BX26,2019300,New York,40.83500918,-73.92912389,1003862.787,243501.6033
9467,404046,06/03/2015,3,0,OnCurb,Alive,Good,Amelanchier,serviceberry,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,226 CASTLETON AVENUE,10301,Staten Island,501,5,Staten Island,49,61,23,SI35,SI35,5007500,New York,40.63255253,-74.09073926,959064.2938,169745.3656
4132,511437,05/27/2015,3,0,OffsetFromCurb,Alive,Good,Amelanchier,serviceberry,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,2000 EAST TREMONT AVENUE,10462,Bronx,211,2,Bronx,13,87,33,BX37,BX37,2023800,New York,40.84185816,-73.85981191,1023038.739,246020.0477
9509,404465,06/03/2015,19,0,OnCurb,Alive,Good,Acer palmatum,Japanese maple,None,Helpful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,63 HAVEN ESPLANADE,10301,Staten Island,501,5,Staten Island,49,61,24,SI35,SI35,5007500,New York,40.63146341,-74.09279121,958494.3304,169349.1666
9123,220102,06/03/2015,3,0,OnCurb,Alive,Fair,Betula papyrifera,paper birch,1or2,Helpful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,22 BOERUM PLACE,11201,Brooklyn,302,3,Brooklyn,33,52,26,BK09,BK09,3000900,New York,40.69081052,-73.98944645,987176.7002,190957.5148
317,501897,05/19/2015,5,0,OnCurb,Alive,Fair,Maackia amurensis,Amur maackia,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1066 HALL PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,BX33,2013100,New York,40.82530822,-73.89749548,1012619.11,239975.8521
2466,229314,05/24/2015,5,0,OnCurb,Alive,Good,Carpinus betulus,European hornbeam,1or2,Harmful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,820 39 STREET,11232,Brooklyn,312,3,Brooklyn,38,51,17,BK34,BK34,3009000,New York,40.64685546,-73.99673036,985157.3309,174943.2811
7149,110913,06/01/2015,4,0,OnCurb,Alive,Good,Carpinus betulus,European hornbeam,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,215 AUDUBON AVENUE,10033,New York,112,1,Manhattan,10,72,31,MN36,MN36,1026100,New York,40.84525115,-73.93477904,1002295.117,247231.9186
7863,216804,06/01/2015,7,0,OnCurb,Alive,Good,Maackia amurensis,Amur maackia,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,138 HOOPER STREET,11211,Brooklyn,301,3,Brooklyn,33,50,26,BK72,BK72,3053300,New York,40.70360207,-73.95905299,995603.2079,195620.3349
3302,111092,05/26/2015,5,0,OnCurb,Alive,Good,Carpinus betulus,European hornbeam,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,569 WEST 182 STREET,10033,New York,112,1,Manhattan,10,72,31,MN35,MN35,1026900,New York,40.84964631,-73.93261507,1002892.606,248833.694
928,506893,05/20/2015,3,0,OnCurb,Alive,Good,Maackia amurensis,Amur maackia,None,None,NoDamage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,3100 TIBBETT AVENUE,10463,Bronx,208,2,Bronx,11,81,34,BX29,BX29,2028900,New York,40.88113543,-73.90799228,1009692.657,260312.6025
2747,402025,05/26/2015,2,0,OnCurb,Alive,Good,Maackia amurensis,Amur maackia,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,180 CANAL STREET,10304,Staten Island,501,5,Staten Island,49,61,23,SI37,SI37,5002700,New York,40.6254375,-74.07888466,962352.3345,167149.9846
927,506893,05/20/2015,4,0,OnCurb,Alive,Good,Maackia amurensis,Amur maackia,None,None,NoDamage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,3100 TIBBETT AVENUE,10463,Bronx,208,2,Bronx,11,81,34,BX29,BX29,2028900,New York,40.88118213,-73.90794653,1009705.288,260329.6287
931,506893,05/20/2015,4,0,OnCurb,Alive,Good,Maackia amurensis,Amur maackia,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,3100 TIBBETT AVENUE,10463,Bronx,208,2,Bronx,11,81,34,BX29,BX29,2028900,New York,40.88090526,-73.90821775,1009630.394,260228.6764
6701,222950,05/31/2015,16,0,OnCurb,Alive,Good,Maackia amurensis,Amur maackia,3or4,Helpful,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,513 12 STREET,11215,Brooklyn,306,3,Brooklyn,39,44,21,BK37,BK37,3016700,New York,40.66312162,-73.97890964,990101.1861,180870.1833
4478,328998,05/27/2015,1,0,OnCurb,Alive,Good,Carpinus betulus,European hornbeam,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,173-043 103 ROAD,11433,Jamaica,412,4,Queens,27,29,14,QN01,QN01,4044000,New York,40.7044249,-73.78326733,1044341.764,195991.8016
1507,309821,05/21/2015,2,0,OnCurb,Alive,Poor,Quercus macrocarpa,bur oak,1or2,None,Damage,Volunteer,BranchOther,No,No,No,No,No,No,No,No,Yes,94-026 PARK LANE SOUTH,11421,Woodhaven,409,4,Queens,32,38,15,QN53,QN53,4002200,New York,40.69781509,-73.85091879,1025588.696,193544.4896
5080,503124,05/28/2015,3,0,OnCurb,Alive,Good,Carpinus betulus,European hornbeam,None,None,NoDamage,NYC Parks Staff,"TrunkOther,BranchOther",No,No,No,No,No,Yes,No,No,Yes,150 EAST 165 STREET,10452,Bronx,204,2,Bronx,8,77,29,BX63,BX63,2019500,New York,40.83101871,-73.92111514,1006080.271,242049.6242
4882,503296,05/28/2015,4,0,OnCurb,Alive,Good,Maackia amurensis,Amur maackia,None,None,Damage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,1098 WOODYCREST AVENUE,10452,Bronx,204,2,Bronx,16,77,29,BX26,BX26,2019900,New York,40.83501205,-73.92589999,1004754.901,243503.3864
5081,503124,05/28/2015,4,0,OnCurb,Alive,Poor,Carpinus betulus,European hornbeam,None,None,NoDamage,NYC Parks Staff,"TrunkOther,BranchOther",No,No,No,No,No,Yes,No,No,Yes,158 EAST 165 STREET,10452,Bronx,204,2,Bronx,8,77,29,BX63,BX63,2019500,New York,40.83098276,-73.92101122,1006109.04,242036.5514
4413,306517,05/27/2015,2,0,OnCurb,Alive,Good,Carpinus betulus,European hornbeam,1or2,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,165-001 JEWEL AVENUE,11365,Fresh Meadows,408,4,Queens,24,25,16,QN38,QN38,4122300,New York,40.7316745,-73.80392353,1038592.37,205906.1453
929,506893,05/20/2015,4,0,OnCurb,Alive,Good,Maackia amurensis,Amur maackia,None,None,NoDamage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,3100 TIBBETT AVENUE,10463,Bronx,208,2,Bronx,11,81,34,BX29,BX29,2028900,New York,40.88102464,-73.90810081,1009662.687,260272.2052
8715,508268,06/02/2015,5,0,OnCurb,Alive,Good,Maackia amurensis,Amur maackia,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1293 BRONX RIVER AVENUE,10472,Bronx,209,2,Bronx,17,85,32,BX55,BX55,2005400,New York,40.83128717,-73.88187563,1016939.112,242159.643
8690,508268,06/02/2015,6,0,OnCurb,Alive,Poor,Taxodium distichum,bald cypress,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1135 BRONX RIVER AVENUE,10472,Bronx,209,2,Bronx,17,85,32,BX55,BX55,2005200,New York,40.82638798,-73.88362411,1016457.619,240374.0436
6433,225052,05/30/2015,8,0,OnCurb,Alive,Good,Taxodium distichum,bald cypress,1or2,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,54 KERMIT PLACE,11218,Brooklyn,307,3,Brooklyn,39,44,21,BK40,BK40,3050400,New York,40.64857407,-73.97307528,991721.4663,175570.5492
310,501897,05/19/2015,5,0,OnCurb,Alive,Poor,Ulmus pumila,Siberian elm,None,Helpful,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1038 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,BX33,2013100,New York,40.82434118,-73.89736189,1012656.493,239623.568
9403,221726,06/03/2015,4,0,OnCurb,Alive,Good,Ulmus pumila,Siberian elm,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,74 PILLING STREET,11207,Brooklyn,304,3,Brooklyn,37,54,18,BK78,BK78,3040300,New York,40.68417816,-73.90727622,1009966.623,188554.5882
8792,416092,06/03/2015,8,0,OnCurb,Alive,Good,Juglans nigra,black walnut,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,282 FRANKLIN AVENUE,10301,Staten Island,501,5,Staten Island,49,61,23,SI22,SI22,5007700,New York,40.63805983,-74.09071503,959073.0953,171751.8163
5932,300984,05/29/2015,4,0,OnCurb,Alive,Good,Carpinus caroliniana,American hornbeam,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,30-033 NEWTOWN ROAD,11103,Astoria,401,4,Queens,22,36,12,QN70,QN70,4014900,New York,40.76276108,-73.91513474,1007759.353,217182.5503
2796,402026,05/26/2015,3,0,OnCurb,Alive,Good,Quercus macrocarpa,bur oak,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,61 BROAD STREET,10304,Staten Island,501,5,Staten Island,49,61,23,SI37,SI37,5002700,New York,40.6252952,-74.0776391,962698.0451,167097.8332
930,506893,05/20/2015,5,0,OnCurb,Alive,Good,Maackia amurensis,Amur maackia,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,3100 TIBBETT AVENUE,10463,Bronx,208,2,Bronx,11,81,34,BX29,BX29,2028900,New York,40.8809502,-73.90817374,1009642.549,260245.0603
8714,508268,06/02/2015,5,0,OnCurb,Alive,Good,Maackia amurensis,Amur maackia,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1293 BRONX RIVER AVENUE,10472,Bronx,209,2,Bronx,17,85,32,BX55,BX55,2005400,New York,40.83122995,-73.88191946,1016927.011,242138.7802
5930,300984,05/29/2015,4,0,OnCurb,Alive,Good,Carpinus caroliniana,American hornbeam,None,None,NoDamage,TreesCount Staff,RootOther,No,No,Yes,No,No,No,No,No,No,30-033 NEWTOWN ROAD,11103,Astoria,401,4,Queens,22,36,12,QN70,QN70,4014900,New York,40.76287452,-73.91508936,1007771.883,217223.893
3671,340218,05/26/2015,2,0,OnCurb,Alive,Fair,Betula papyrifera,paper birch,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,46-002 111 STREET,11368,Corona,404,4,Queens,21,35,13,QN25,QN25,4038302,New York,40.74762835,-73.85366421,1024797.103,211691.6849
9094,219225,06/03/2015,5,0,OnCurb,Alive,Good,Betula papyrifera,paper birch,3or4,Helpful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,66 BOERUM PLACE,11201,Brooklyn,302,3,Brooklyn,33,52,25,BK38,BK38,3004300,New York,40.68942722,-73.99034853,986926.5934,190453.5099
4239,111068,05/27/2015,7,0,OnCurb,Alive,Good,Betula papyrifera,paper birch,1or2,None,NoDamage,Volunteer,TrunkOther,No,No,No,No,No,Yes,No,No,No,2450 AMSTERDAM AVENUE,10033,New York,112,1,Manhattan,10,72,31,MN35,MN35,1026900,New York,40.84860503,-73.93066097,1003433.525,248454.7394
9154,508855,06/03/2015,2,0,OnCurb,Alive,Good,Acer nigrum,black maple,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1510 UNIONPORT ROAD,10462,Bronx,209,2,Bronx,18,87,32,BX46,BX46,2021200,New York,40.83607351,-73.85616468,1024051.353,243914.1211
3670,340218,05/26/2015,6,0,OnCurb,Alive,Fair,Betula papyrifera,paper birch,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,46-002 111 STREET,11368,Corona,404,4,Queens,21,35,13,QN25,QN25,4038302,New York,40.74765649,-73.85368379,1024791.661,211701.9293
4484,342420,05/27/2015,5,0,OnCurb,Alive,Good,Taxodium distichum,bald cypress,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,37-009 75 STREET,11372,Jackson Heights,403,4,Queens,25,34,13,QN28,QN28,4028900,New York,40.74875963,-73.89086024,1014490.221,212088.8173
9401,221726,06/03/2015,4,0,OnCurb,Alive,Good,Ulmus pumila,Siberian elm,1or2,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,82 PILLING STREET,11207,Brooklyn,304,3,Brooklyn,37,54,18,BK78,BK78,3040300,New York,40.68436392,-73.9070944,1010016.979,188622.3206
4637,501928,05/27/2015,2,0,OnCurb,Alive,Poor,Carpinus caroliniana,American hornbeam,3or4,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,745 HUNTS POINT AVENUE,10474,Bronx,202,2,Bronx,17,84,32,BX27,BX27,2009300,New York,40.81592562,-73.88729217,1015447.368,236560.9039
8614,516278,06/02/2015,17,0,OnCurb,Alive,Good,Carpinus caroliniana,American hornbeam,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1052 STRATFORD AVENUE,10472,Bronx,209,2,Bronx,18,85,32,BX55,BX55,2004800,New York,40.82597609,-73.87384063,1019165.46,240227.7246
1094,208021,05/20/2015,15,0,OnCurb,Alive,Poor,Carpinus caroliniana,American hornbeam,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,115 FALMOUTH STREET,11235,Brooklyn,315,3,Brooklyn,48,45,22,BK17,BK17,3062000,New York,40.57958026,-73.94659757,999084.2147,150437.6749
1606,233037,05/22/2015,3,0,OnCurb,Alive,Good,Carpinus caroliniana,American hornbeam,None,None,Damage,TreesCount Staff,BranchOther,No,No,No,No,No,No,No,No,Yes,69 EAST 94 STREET,11212,Brooklyn,317,3,Brooklyn,41,55,20,BK96,BK96,3088200,New York,40.66342882,-73.92689324,1004532.221,180989.8628
7,501911,05/19/2015,3,0,OnCurb,Alive,Poor,Betula pendula,silver birch,3or4,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1242 SPOFFORD AVENUE,10474,Bronx,202,2,Bronx,17,84,34,BX27,BX27,2009300,New York,40.81409208,-73.88912278,1014941.504,235892.233
8,501911,05/19/2015,3,0,OnCurb,Alive,Poor,Betula pendula,silver birch,3or4,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1242 SPOFFORD AVENUE,10474,Bronx,202,2,Bronx,17,84,34,BX27,BX27,2009300,New York,40.81410005,-73.88906962,1014956.216,235895.1546
9095,219225,06/03/2015,5,0,OnCurb,Alive,Good,Betula papyrifera,paper birch,3or4,Helpful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,66 BOERUM PLACE,11201,Brooklyn,302,3,Brooklyn,33,52,25,BK38,BK38,3004300,New York,40.68947605,-73.99031402,986936.161,190471.3005
